SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Tue Oct 22 14:27:23 EDT 2013
User: lab3
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2E7196
Integration Time (usec): 84000 (USB2E7196)
Spectra Averaged: 30 (USB2E7196)
Boxcar Smoothing: 10 (USB2E7196)
Correct for Electrical Dark: No (USB2E7196)
Strobe/Lamp Enabled: No (USB2E7196)
Correct for Detector Non-linearity: No (USB2E7196)
Correct for Stray Light: No (USB2E7196)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
339.09	0.00
339.48	216.10
339.86	217.90
340.24	218.60
340.63	220.57
341.01	225.37
341.39	222.90
341.78	224.43
342.16	226.37
342.54	226.03
342.93	214.57
343.31	225.41
343.69	225.90
344.07	226.34
344.46	226.75
344.84	227.11
345.22	227.17
345.60	227.33
345.99	227.43
346.37	227.46
346.75	227.46
347.13	227.39
347.52	227.33
347.90	227.43
348.28	227.40
348.66	227.40
349.05	227.28
349.43	227.27
349.81	227.23
350.19	227.22
350.57	227.24
350.96	227.23
351.34	227.25
351.72	227.34
352.10	227.40
352.48	227.40
352.87	227.38
353.25	227.40
353.63	227.44
354.01	227.50
354.39	227.59
354.77	227.68
355.15	227.80
355.54	227.86
355.92	227.80
356.30	227.85
356.68	228.02
357.06	228.12
357.44	228.15
357.82	228.22
358.20	228.45
358.58	228.43
358.97	228.50
359.35	228.57
359.73	228.65
360.11	228.65
360.49	228.74
360.87	228.81
361.25	228.90
361.63	229.06
362.01	229.16
362.39	229.18
362.77	229.21
363.15	229.30
363.53	229.33
363.91	229.31
364.29	229.32
364.67	229.17
365.05	229.18
365.43	229.28
365.81	229.31
366.19	229.30
366.57	229.46
366.95	229.51
367.33	229.49
367.71	229.51
368.09	229.57
368.47	229.60
368.85	229.53
369.23	229.60
369.61	229.56
369.99	229.58
370.37	229.57
370.75	229.67
371.13	229.58
371.51	229.55
371.89	229.58
372.27	229.63
372.65	229.59
373.03	229.51
373.41	229.41
373.78	229.40
374.16	229.18
374.54	229.05
374.92	228.93
375.30	228.83
375.68	228.70
376.06	228.66
376.44	228.57
376.82	228.56
377.19	228.50
377.57	228.43
377.95	228.31
378.33	228.28
378.71	228.10
379.09	228.10
379.47	228.09
379.84	228.02
380.22	227.94
380.60	227.89
380.98	227.91
381.36	227.82
381.73	227.71
382.11	227.68
382.49	227.64
382.87	227.57
383.25	227.57
383.62	227.75
384.00	227.65
384.38	227.63
384.76	227.61
385.13	227.58
385.51	227.56
385.89	227.42
386.27	227.31
386.64	227.33
387.02	227.30
387.40	227.18
387.78	227.17
388.15	227.05
388.53	226.98
388.91	226.90
389.29	226.86
389.66	226.87
390.04	226.83
390.42	226.80
390.79	226.85
391.17	226.81
391.55	226.49
391.92	226.48
392.30	226.42
392.68	226.34
393.05	226.34
393.43	226.26
393.81	226.34
394.18	226.36
394.56	226.31
394.94	226.35
395.31	226.38
395.69	226.46
396.06	226.52
396.44	226.54
396.82	226.53
397.19	226.69
397.57	226.68
397.95	226.73
398.32	226.70
398.70	226.64
399.07	226.70
399.45	226.73
399.82	226.71
400.20	226.70
400.58	226.73
400.95	226.63
401.33	226.70
401.70	226.87
402.08	226.86
402.45	226.83
402.83	226.86
403.20	226.85
403.58	226.76
403.95	226.81
404.33	226.84
404.71	226.84
405.08	226.93
405.46	226.92
405.83	226.92
406.21	226.95
406.58	226.94
406.96	226.91
407.33	226.97
407.70	227.02
408.08	227.21
408.45	227.27
408.83	227.30
409.20	227.26
409.58	227.13
409.95	227.11
410.33	227.20
410.70	227.10
411.08	227.12
411.45	227.18
411.82	227.16
412.20	227.21
412.57	227.35
412.95	227.17
413.32	227.20
413.69	227.15
414.07	227.15
414.44	227.20
414.82	227.23
415.19	227.22
415.56	227.18
415.94	227.05
416.31	227.04
416.68	227.07
417.06	227.13
417.43	227.18
417.81	227.21
418.18	227.18
418.55	227.19
418.93	227.21
419.30	227.12
419.67	227.11
420.04	227.10
420.42	227.03
420.79	227.23
421.16	227.26
421.54	227.39
421.91	227.37
422.28	227.32
422.66	227.28
423.03	227.49
423.40	227.50
423.77	227.47
424.15	227.44
424.52	227.46
424.89	227.42
425.26	227.29
425.64	227.23
426.01	227.16
426.38	227.11
426.75	227.13
427.13	227.14
427.50	227.09
427.87	226.94
428.24	226.83
428.61	226.60
428.99	226.67
429.36	226.53
429.73	226.56
430.10	226.54
430.47	226.57
430.85	226.31
431.22	226.27
431.59	226.46
431.96	226.40
432.33	226.33
432.70	226.35
433.08	226.37
433.45	226.38
433.82	226.38
434.19	226.38
434.56	226.39
434.93	226.32
435.30	226.34
435.68	226.39
436.05	226.36
436.42	226.33
436.79	226.32
437.16	226.33
437.53	226.25
437.90	226.27
438.27	226.32
438.64	226.37
439.01	226.41
439.38	226.22
439.75	226.24
440.13	226.20
440.50	226.14
440.87	226.12
441.24	226.15
441.61	226.18
441.98	226.19
442.35	226.15
442.72	226.23
443.09	226.34
443.46	226.28
443.83	226.32
444.20	226.36
444.57	226.28
444.94	226.32
445.31	226.39
445.68	226.75
446.05	226.68
446.42	226.65
446.79	226.75
447.16	226.80
447.53	226.87
447.90	226.93
448.27	226.98
448.64	227.08
449.01	227.13
449.37	227.15
449.74	227.18
450.11	227.55
450.48	227.53
450.85	227.39
451.22	227.48
451.59	227.62
451.96	227.65
452.33	227.68
452.70	227.70
453.07	227.71
453.43	227.39
453.80	227.48
454.17	227.59
454.54	227.57
454.91	227.63
455.28	227.61
455.65	227.61
456.02	228.10
456.38	228.08
456.75	228.09
457.12	228.11
457.49	228.14
457.86	227.85
458.23	227.99
458.59	228.10
458.96	228.17
459.33	228.12
459.70	228.11
460.07	228.17
460.43	228.18
460.80	228.26
461.17	228.38
461.54	228.37
461.91	228.29
462.27	228.23
462.64	228.17
463.01	228.22
463.38	228.31
463.74	227.86
464.11	227.83
464.48	227.85
464.85	227.84
465.21	227.94
465.58	227.93
465.95	227.86
466.32	227.85
466.68	227.83
467.05	227.83
467.42	227.84
467.78	227.80
468.15	227.83
468.52	227.86
468.88	227.74
469.25	227.67
469.62	227.73
469.98	227.70
470.35	227.69
470.72	227.67
471.08	227.54
471.45	227.50
471.82	227.55
472.18	227.55
472.55	227.53
472.92	227.36
473.28	227.28
473.65	227.24
474.02	227.25
474.38	227.25
474.75	227.22
475.11	227.23
475.48	227.18
475.85	227.10
476.21	226.95
476.58	226.92
476.94	226.93
477.31	226.87
477.67	226.88
478.04	226.83
478.41	226.79
478.77	227.02
479.14	227.01
479.50	227.03
479.87	227.00
480.23	226.97
480.60	226.98
480.96	227.02
481.33	227.09
481.69	226.98
482.06	226.99
482.42	227.03
482.79	227.05
483.15	227.06
483.52	227.13
483.88	227.18
484.25	227.22
484.61	227.23
484.98	227.26
485.34	227.36
485.71	227.39
486.07	227.38
486.44	227.17
486.80	227.20
487.17	227.12
487.53	227.18
487.90	227.22
488.26	227.36
488.62	227.43
488.99	227.37
489.35	227.51
489.72	227.49
490.08	227.47
490.44	227.41
490.81	227.48
491.17	227.44
491.54	227.47
491.90	227.51
492.26	227.61
492.63	227.55
492.99	227.50
493.36	227.52
493.72	227.55
494.08	227.56
494.45	227.52
494.81	227.62
495.17	227.60
495.54	227.69
495.90	227.61
496.26	227.58
496.63	227.64
496.99	227.58
497.35	227.58
497.72	227.62
498.08	227.65
498.44	227.64
498.80	227.69
499.17	227.66
499.53	227.62
499.89	227.58
500.26	227.67
500.62	227.72
500.98	227.80
501.34	227.86
501.71	227.93
502.07	227.95
502.43	227.91
502.79	227.93
503.16	227.80
503.52	227.82
503.88	227.81
504.24	227.78
504.60	227.80
504.97	227.82
505.33	227.77
505.69	227.89
506.05	227.85
506.41	227.81
506.78	227.78
507.14	227.75
507.50	227.66
507.86	227.62
508.22	227.54
508.59	227.49
508.95	227.43
509.31	227.51
509.67	227.50
510.03	227.46
510.39	227.41
510.75	227.47
511.12	227.45
511.48	227.46
511.84	227.40
512.20	227.37
512.56	227.33
512.92	227.35
513.28	227.24
513.64	227.19
514.00	227.21
514.37	227.25
514.73	227.28
515.09	227.37
515.45	227.33
515.81	227.37
516.17	227.35
516.53	227.31
516.89	227.14
517.25	227.18
517.61	227.23
517.97	227.16
518.33	227.12
518.69	227.17
519.05	227.20
519.41	227.27
519.77	227.35
520.13	227.39
520.49	227.34
520.85	228.02
521.21	228.11
521.57	228.10
521.93	228.03
522.29	228.06
522.65	227.95
523.01	227.99
523.37	227.92
523.73	227.89
524.09	227.88
524.45	227.90
524.81	227.79
525.17	227.78
525.53	227.86
525.89	227.88
526.25	227.80
526.61	227.75
526.97	227.71
527.33	227.70
